t,u1,u2,zT1,zT2
0.08325,0.0,1.0,3.317397928267433e-07,8.612777536759065e-07
0.0835,0.0,1.0,2.6095581925581634e-07,8.819472175504894e-07
0.08375,0.0,1.0,2.739622646005028e-07,8.865214234113266e-07
0.084,0.0,1.0,2.8058764098429375e-07,8.95733329566293e-07
0.08425,0.0,1.0,2.6242516078626704e-07,8.353259727534308e-07
0.0845,0.0,1.0,3.005489881583846e-07,9.002274080034113e-07
0.08475,0.0,1.0,2.2680324469079855e-07,8.761755727819226e-07
0.085,0.0,1.0,2.6697831928256306e-07,8.432774874689259e-07
0.08525,0.0,1.0,2.4413640123486385e-07,8.299522393643685e-07
0.0855,0.0,1.0,2.3285767115778165e-07,8.213806962157338e-07
0.08575,0.0,1.0,2.142571664852368e-07,8.289031296220245e-07
0.08600000000000001,0.0,1.0,2.2562041977196456e-07,8.23190714220876e-07
0.08625000000000001,0.0,1.0,2.3512446447535597e-07,8.34881431297254e-07
0.08650000000000001,0.0,1.0,2.7811107031406876e-07,8.613133263659329e-07
0.08675000000000001,0.0,1.0,1.757676812147241e-07,7.914275116362911e-07
0.08700000000000001,0.0,1.0,2.1860870052881013e-07,7.647715415505498e-07
0.08725000000000001,0.0,1.0,2.36456982542722e-07,7.575419893654974e-07
0.08750000000000001,0.0,1.0,2.446439762256216e-07,7.782977771955434e-07
0.08775000000000001,0.0,1.0,2.165984708973072e-07,7.673349107610715e-07
0.088,0.0,1.0,2.2687606937330583e-07,7.386772157967331e-07
0.08825,0.0,1.0,2.2459853776585876e-07,7.697328394794606e-07
0.0885,0.0,1.0,2.3248620118464233e-07,7.8007727189398e-07
0.08875,0.0,1.0,2.581882103069338e-07,8.098160081348053e-07
0.089,0.0,1.0,2.3574673695582307e-07,7.833853182144991e-07
0.08925,0.0,1.0,2.1712567743733007e-07,7.474297507691327e-07
0.0895,0.0,1.0,2.0983964325420232e-07,7.739520175584864e-07
0.08975,0.0,1.0,1.4891175972538838e-07,8.651166042317802e-07
0.09,0.0,1.0,2.5714052870658895e-07,7.892487412905827e-07
0.09025,0.0,1.0,1.9658915943696639e-07,7.533118275971577e-07
0.0905,0.0,1.0,2.3837648907046257e-07,7.353160008100974e-07
0.09075,0.0,1.0,1.629226156384363e-07,8.044587866190393e-07
0.091,0.0,1.0,1.8838867108641685e-07,7.344153279135929e-07
0.09125,0.0,1.0,1.885437265586018e-07,7.875520526661998e-07
0.0915,0.0,1.0,2.688010385258618e-07,7.430468545111189e-07
0.09175,0.0,1.0,2.3815703666334324e-07,8.023780713524779e-07
0.092,0.0,1.0,1.7438379252778554e-07,7.851696122284912e-07
0.09225,0.0,1.0,2.4463119130987966e-07,8.054885796610439e-07
0.0925,0.0,1.0,2.517009183547448e-07,7.712564970014765e-07
0.09275,0.0,1.0,2.409588868838955e-07,8.442910380334264e-07
0.093,0.0,1.0,2.7093120089695317e-07,8.0223371662186e-07
0.09325,0.0,1.0,2.792734013451154e-07,8.269145436606899e-07
0.0935,0.0,1.0,2.591918473770721e-07,8.327296367721619e-07
0.09375,0.0,1.0,2.800275134604298e-07,7.617272140382058e-07
0.094,0.0,1.0,2.1992956572983974e-07,8.182861610304955e-07
0.09425,0.0,1.0,2.507440020365964e-07,8.582916961247484e-07
0.0945,0.0,1.0,2.667181012477952e-07,8.487784036699415e-07
0.09475,0.0,1.0,2.7172996514736477e-07,8.145493982644264e-07
0.095,0.0,1.0,2.8115392935912414e-07,8.476119413810791e-07
0.09525,0.0,1.0,2.836417261965673e-07,8.51811273429884e-07
0.0955,0.0,1.0,3.5251021426553467e-07,8.906479144448073e-07
0.09575,0.0,1.0,2.607285492694328e-07,9.351699407860225e-07
0.096,0.0,1.0,3.830328869616964e-07,8.787173203437172e-07
0.09625,0.0,1.0,3.16858751230963e-07,9.062341708133498e-07
0.0965,0.0,1.0,3.329441625342141e-07,8.451352947393119e-07
0.09675,0.0,1.0,2.793920030959485e-07,8.402885830780169e-07
0.097,0.0,1.0,3.358196896388404e-07,8.944539159956863e-07
0.09725,0.0,1.0,3.1468301381612364e-07,9.007860989615013e-07
0.0975,0.0,1.0,2.797883985448945e-07,9.526148369521656e-07
0.09775,0.0,1.0,2.9490222573255205e-07,9.061282607915005e-07
0.098,0.0,1.0,3.2447881054373594e-07,9.293735410377295e-07
0.09825,0.0,1.0,3.097628468808819e-07,9.04833106813839e-07
0.0985,0.0,1.0,2.935227732175514e-07,8.900954862070926e-07
0.09875,0.0,1.0,3.523147906499539e-07,8.260915557895509e-07
0.099,0.0,1.0,3.137226238205483e-07,9.45498849624414e-07
0.09925,0.0,1.0,3.27386149688008e-07,9.143194330982168e-07
0.0995,0.0,1.0,3.772480540034013e-07,8.911206026195808e-07
0.09975,0.0,1.0,2.957013425247369e-07,8.9977228770292e-07
0.1,0.0,1.0,3.051386070192962e-07,9.602034591865258e-07
0.10025,0.0,1.0,3.6202380226601274e-07,9.55556883143974e-07
0.1005,0.0,1.0,3.3017624141027325e-07,8.553570199363155e-07
0.10075,0.0,1.0,3.4687764124921796e-07,9.358364325249576e-07
0.101,0.0,1.0,3.4055367391817424e-07,9.229558375681496e-07
0.10125,0.0,1.0,3.45970756725122e-07,9.463264775094621e-07
0.1015,0.0,1.0,3.3558864957788015e-07,9.647901914023226e-07
0.10175000000000001,0.0,1.0,3.266574127261861e-07,8.700311386281428e-07
0.10200000000000001,0.0,1.0,3.279830282569818e-07,9.551051529580972e-07
0.10225000000000001,0.0,1.0,3.5686167040326805e-07,9.627755806719742e-07
0.10250000000000001,0.0,1.0,3.075317602953334e-07,9.471622583958612e-07
0.10275000000000001,0.0,1.0,2.984776674091167e-07,9.065026803503477e-07
0.10300000000000001,0.0,1.0,3.1746682949015386e-07,9.018294479846129e-07
0.10325000000000001,0.0,1.0,3.3198630189154884e-07,8.963003828095039e-07
0.10350000000000001,0.0,1.0,2.9796200035018354e-07,8.969752263386968e-07
0.10375000000000001,0.0,1.0,2.8143730634086075e-07,9.26826569267485e-07
0.10400000000000001,0.0,1.0,3.068614333368564e-07,9.337244773486382e-07
0.10425,0.0,1.0,3.011041031545055e-07,9.353493905563698e-07
0.1045,0.0,1.0,3.1759174020617283e-07,8.90240456203109e-07
0.10475,0.0,1.0,3.0849668788916573e-07,8.722533127465006e-07
0.105,0.0,1.0,3.253768771650276e-07,8.893004114826902e-07
0.10525,0.0,1.0,3.311123149297284e-07,9.603281626945465e-07
0.1055,0.0,1.0,2.875336393923623e-07,8.770436835606689e-07
0.10575,0.0,1.0,2.686711568266522e-07,8.41104895260458e-07
0.106,0.0,1.0,3.184227648705649e-07,8.735185719141476e-07
0.10625,0.0,1.0,2.5817334731893946e-07,9.20925264110847e-07
0.1065,0.0,1.0,3.462268820696442e-07,8.015643505554118e-07
0.10675,0.0,1.0,3.2485067006328315e-07,8.395892587248163e-07
0.107,0.0,1.0,2.5699437185303116e-07,8.651674384143185e-07
0.10725,0.0,1.0,2.526122058726627e-07,8.021949291815866e-07
0.1075,0.0,1.0,2.7788696738581664e-07,8.916648939231078e-07
0.10775,0.0,1.0,2.487351249891764e-07,7.969416137656222e-07
0.108,0.0,1.0,2.7589982539420244e-07,8.394488816355986e-07
0.10825,0.0,1.0,2.461256867114132e-07,7.847251748566219e-07
0.1085,0.0,1.0,2.711054275304057e-07,8.460867847671031e-07
0.10875,0.0,1.0,2.7846960340256974e-07,8.349519255709514e-07
0.109,0.0,1.0,2.5349412907862035e-07,8.243940084575828e-07
0.10925,0.0,1.0,2.118762774742458e-07,8.399356970401709e-07
0.1095,0.0,1.0,2.2952498450300367e-07,7.955007075053377e-07
0.10975,0.0,1.0,2.4318323400562214e-07,8.089024839427717e-07
0.11,0.0,1.0,2.2574641634773912e-07,7.527600993345958e-07
0.11025,0.0,1.0,2.76026015030174e-07,7.807029294515459e-07
0.1105,0.0,1.0,2.7263364903405546e-07,8.049564734251418e-07
0.11075,0.0,1.0,2.983454352921001e-07,7.669031252616507e-07
0.111,0.0,1.0,2.493093306585762e-07,8.454446739958301e-07
0.11125,0.0,1.0,2.3250238789159247e-07,8.144582994939518e-07
0.1115,0.0,1.0,2.3284229442120632e-07,7.801945413659911e-07
0.11175,0.0,1.0,2.3114377498849245e-07,8.009638413134183e-07
0.112,0.0,1.0,2.3169363205023514e-07,7.573450481981118e-07
0.11225,0.0,1.0,1.964636829438267e-07,7.857820235085895e-07
0.1125,0.0,1.0,2.3464609902381675e-07,8.11777139821348e-07
0.11275,0.0,1.0,2.0721438497852945e-07,8.297064959242392e-07
0.113,0.0,1.0,2.422275787255528e-07,7.705434623386821e-07
0.11325,0.0,1.0,2.2952959478335452e-07,7.819568905607643e-07
0.1135,0.0,1.0,2.418762254542025e-07,8.209040236009602e-07
0.11375,0.0,1.0,2.3085903756245314e-07,8.032397601846867e-07
0.114,0.0,1.0,2.637927042727465e-07,7.728480372620314e-07
0.11425,0.0,1.0,2.412853115101888e-07,8.556139697097116e-07
0.1145,0.0,1.0,2.585066470516449e-07,7.991002127885623e-07
0.11475,0.0,1.0,3.2204381898828297e-07,8.633102708493258e-07
0.115,0.0,1.0,2.645465171103026e-07,8.258261379636341e-07
0.11525,0.0,1.0,2.7962143381210816e-07,8.29119483332483e-07
0.1155,0.0,1.0,2.807410391124884e-07,8.226228495073454e-07
0.11575,0.0,1.0,2.8066816039692486e-07,8.243574547661554e-07
0.116,0.0,1.0,3.2554145426120794e-07,8.623256192567931e-07
0.11625,0.0,1.0,2.2667832639919856e-07,8.351914392755057e-07
0.1165,0.0,1.0,2.4215923688766546e-07,8.223552921933977e-07
0.11675,0.0,1.0,2.6717455716972136e-07,8.607546243575318e-07
0.117,0.0,1.0,2.910886289946858e-07,8.602377676572526e-07
0.11725000000000001,0.0,1.0,2.7220753189532237e-07,8.768606192805996e-07
0.11750000000000001,0.0,1.0,2.8345727134209874e-07,8.508053855216295e-07
0.11775000000000001,0.0,1.0,3.031873822047576e-07,8.761077286448784e-07
0.11800000000000001,0.0,1.0,2.5594753624857e-07,8.281057441428924e-07
0.11825000000000001,0.0,1.0,3.0480328460859723e-07,8.328829402654691e-07
0.11850000000000001,0.0,1.0,2.781544972991123e-07,8.612359799187044e-07
0.11875000000000001,0.0,1.0,3.259375845328458e-07,8.796776590650749e-07
0.11900000000000001,0.0,1.0,3.668006891624237e-07,8.700308714546136e-07
0.11925000000000001,0.0,1.0,3.0360408943281944e-07,8.85837802719939e-07
0.11950000000000001,0.0,1.0,2.9569334345914413e-07,8.930018505137365e-07
0.11975000000000001,0.0,1.0,2.9981888143974114e-07,8.890461896676599e-07
0.12,0.0,1.0,2.538777981832086e-07,9.196658260381268e-07
0.12025,0.0,1.0,3.3893066583518953e-07,8.846067878469585e-07
0.1205,0.0,1.0,3.3052564380977113e-07,8.636528978753842e-07
0.12075,0.0,1.0,2.6567141394178657e-07,8.659539929250278e-07
0.121,0.0,1.0,3.0448972745757864e-07,9.122424890510236e-07
0.12125,0.0,1.0,2.896340901059304e-07,9.175113606208388e-07
0.1215,0.0,1.0,3.208903299361807e-07,8.958227975915328e-07
0.12175,0.0,1.0,2.961414565431536e-07,8.545721203208355e-07
0.122,0.0,1.0,2.7956176306671617e-07,8.423922525938744e-07
0.12225,0.0,1.0,3.2795831902266085e-07,8.804295396143065e-07
0.1225,0.0,1.0,3.758760374901123e-07,8.894610132328916e-07
0.12275,0.0,1.0,3.114103518270026e-07,9.152123323052927e-07
0.123,0.0,1.0,3.237374716101462e-07,9.108750461898299e-07
0.12325,0.0,1.0,2.640981435862933e-07,8.850872397702384e-07
0.1235,0.0,1.0,3.1105849382676887e-07,9.015032626169504e-07
0.12375,0.0,1.0,3.251441235816713e-07,9.119198560217488e-07
0.124,0.0,1.0,3.5470952398320455e-07,8.848746761615526e-07
0.12425,0.0,1.0,3.50751481919448e-07,9.235772972362078e-07
0.1245,0.0,1.0,3.4130802924006086e-07,9.34267568425683e-07
0.12475,0.0,1.0,2.677143105011845e-07,9.186562001763677e-07
0.125,0.0,1.0,3.859351216420925e-07,9.037868330679438e-07
0.12525,0.0,1.0,2.947936700719367e-07,8.946955520140081e-07
0.1255,0.0,1.0,3.073717141859755e-07,9.120638859377927e-07
0.12575,0.0,1.0,3.077147666987484e-07,8.328622422612064e-07
0.126,0.0,1.0,2.6252735301972167e-07,9.141533746332873e-07
0.12625,0.0,1.0,2.627437745693467e-07,8.611699067328325e-07
0.1265,0.0,1.0,2.598569667608977e-07,9.118864196279701e-07
0.12675,0.0,1.0,2.9831701768022094e-07,9.017366474443112e-07
0.127,0.0,1.0,2.62520744821802e-07,8.656225022597508e-07
0.12725,0.0,1.0,2.705662303557054e-07,9.180207636598076e-07
0.1275,0.0,1.0,2.831071383231666e-07,8.410325901090021e-07
0.12775,0.0,1.0,3.2362554641570925e-07,8.771551079380731e-07
0.128,0.0,1.0,3.055802620574116e-07,9.206845109709648e-07
0.12825,0.0,1.0,2.3286759595596014e-07,8.710582056555857e-07
0.1285,0.0,1.0,2.721823074155584e-07,8.799610502172205e-07
0.12875,0.0,1.0,3.44723748257339e-07,8.654104590905915e-07
0.129,0.0,1.0,2.8586146798792615e-07,7.973735462000367e-07
0.12925,0.0,1.0,3.15949196823845e-07,8.456123822680689e-07
0.1295,0.0,1.0,2.431698014028366e-07,8.404181099495657e-07
0.12975,0.0,1.0,2.366487927072628e-07,8.437346291006437e-07
0.13,0.0,1.0,2.997594014709149e-07,7.955383495683137e-07
0.13025,0.0,1.0,2.650073887144617e-07,8.489461068464959e-07
0.1305,0.0,1.0,2.535252544400004e-07,8.440285518277969e-07
0.13075,0.0,1.0,2.522249489144977e-07,8.395606562345412e-07
0.131,0.0,1.0,1.8789369669854562e-07,8.034100677243608e-07
0.13125,0.0,1.0,3.4421457823571484e-07,8.462555616067265e-07
0.1315,0.0,1.0,3.4723677697679674e-07,8.97822958630627e-07
0.13175,0.0,1.0,2.6471625440387444e-07,9.039531879946224e-07
0.132,0.0,1.0,2.3703016787707204e-07,8.44753335045397e-07
0.13225,0.0,1.0,2.7667197006045354e-07,8.445569755145597e-07
0.1325,0.0,1.0,2.828191159832688e-07,7.737347327563801e-07
0.13275,0.0,1.0,2.0390925754642538e-07,7.844969452501919e-07
0.133,0.0,1.0,3.393649433507885e-07,8.090877522326487e-07
0.13325,0.0,1.0,2.7480372127523764e-07,7.898806027495605e-07
0.1335,0.0,1.0,2.50412281520883e-07,8.311456556434517e-07
0.13375,0.0,1.0,2.620009255549689e-07,7.728071925329841e-07
0.134,0.0,1.0,2.2321739901856913e-07,7.923197906937193e-07
0.13425,0.0,1.0,2.451306458249891e-07,8.717746132019135e-07
0.1345,0.0,1.0,2.6129590084147386e-07,8.250181929033491e-07
0.13475,0.0,1.0,3.125241011014236e-07,7.838622545246166e-07
0.135,0.0,1.0,2.539015415518492e-07,8.109632277456165e-07
0.13525,0.0,1.0,2.7915256579494216e-07,8.168738106170292e-07
0.1355,0.0,1.0,2.620727266563873e-07,8.47010651261292e-07
0.13575,0.0,1.0,2.982806623272246e-07,8.227796567034441e-07
0.136,0.0,1.0,2.477031477927919e-07,8.149433752373306e-07
0.13625,0.0,1.0,2.578390038291522e-07,8.59184062592418e-07
0.1365,0.0,1.0,2.854996509637586e-07,8.424158901408575e-07
0.13675,0.0,1.0,2.7180990825530603e-07,8.772422387584767e-07
0.137,0.0,1.0,2.694826303707066e-07,8.078814101931071e-07
0.13725,0.0,1.0,2.9600509979645483e-07,7.920161298111873e-07
0.1375,0.0,1.0,3.2193578398108664e-07,8.766548114005975e-07
0.13775,0.0,1.0,2.1694867635052966e-07,7.957219516325946e-07
0.138,0.0,1.0,2.5545680112789576e-07,8.755209819032792e-07
0.13825,0.0,1.0,3.458351988599804e-07,8.390344566875848e-07
0.1385,0.0,1.0,3.187924027652907e-07,8.660366330321037e-07
0.13875,0.0,1.0,2.830723656955132e-07,8.110448369257853e-07
0.139,0.0,1.0,2.757980076357217e-07,8.477353747654377e-07
0.13925,0.0,1.0,2.8304526930384255e-07,8.980075135542489e-07
0.1395,0.0,1.0,2.5557008428389717e-07,8.399884122552333e-07
0.13975,0.0,1.0,2.798861719933475e-07,9.000366890216231e-07
0.14,0.0,1.0,2.812568162180668e-07,8.610969305535891e-07
0.14025,0.0,1.0,3.0614212526389035e-07,8.690029693260663e-07
0.1405,0.0,1.0,2.447053082124952e-07,9.282567354140963e-07
0.14075000000000001,0.0,1.0,2.971906285379256e-07,8.015200188829049e-07
0.14100000000000001,0.0,1.0,3.273041309815345e-07,9.027740982046994e-07
0.14125000000000001,0.0,1.0,3.653507606642307e-07,8.996580815494276e-07
0.14150000000000001,0.0,1.0,2.96141281243509e-07,8.616797728815315e-07
0.14175000000000001,0.0,1.0,2.551130408108894e-07,8.352821469451765e-07
0.14200000000000002,0.0,1.0,3.1562965662280347e-07,7.952881661084351e-07
0.14225000000000002,0.0,1.0,2.785793101344475e-07,8.625919378667915e-07
0.14250000000000002,0.0,1.0,3.1754063083651124e-07,8.786627977197068e-07
0.14275000000000002,0.0,1.0,2.390760942688752e-07,8.757871205899185e-07
0.14300000000000002,0.0,1.0,2.5755929060883146e-07,7.95403455459095e-07
0.14325000000000002,0.0,1.0,2.899200390829926e-07,8.874750731219612e-07
0.14350000000000002,0.0,1.0,2.413725758061028e-07,9.013540243993157e-07
0.14375000000000002,0.0,1.0,3.029193770467764e-07,8.883750055077722e-07
0.14400000000000002,0.0,1.0,2.689681997581773e-07,8.95741939021532e-07
0.14425,0.0,1.0,2.832811907741199e-07,8.888255029089796e-07
0.1445,0.0,1.0,3.5050774103981223e-07,8.769860796199407e-07
0.14475,0.0,1.0,2.6821859679582636e-07,8.275740307716036e-07
0.145,0.0,1.0,3.430877110867145e-07,8.762730804447072e-07
0.14525,0.0,1.0,2.6974979322746755e-07,9.420210254412058e-07
0.1455,0.0,1.0,3.0606661061175787e-07,8.754470625205799e-07
0.14575,0.0,1.0,2.8597412593195673e-07,9.2692598821862e-07
0.146,0.0,1.0,2.8131505407245164e-07,8.937467721185773e-07
0.14625,0.0,1.0,2.7730418688116284e-07,8.939611930894802e-07
0.1465,0.0,1.0,3.2574139803241134e-07,8.97395816581111e-07
0.14675,0.0,1.0,3.1909799914552453e-07,8.911209961247811e-07
0.147,0.0,1.0,3.568364821893327e-07,8.712082349738658e-07
0.14725,0.0,1.0,2.935642282134761e-07,8.416593588310817e-07
0.1475,0.0,1.0,2.9575859786670925e-07,8.970415253830096e-07
0.14775,0.0,1.0,3.3887494569802017e-07,8.795944544553291e-07
0.148,0.0,1.0,2.75552900358501e-07,8.466935057744194e-07
0.14825,0.0,1.0,2.9525628426553655e-07,8.713672090191229e-07
0.1485,0.0,1.0,2.9927928030135685e-07,8.810465089252198e-07
0.14875,0.0,1.0,3.4587568871419907e-07,8.945794506760843e-07
0.149,0.0,1.0,2.959557727953756e-07,8.681581261896426e-07
0.14925,0.0,1.0,2.700990001132833e-07,8.524807966685794e-07
0.1495,0.0,1.0,2.645215149799899e-07,8.285981984994296e-07
0.14975,0.0,1.0,2.623800990740885e-07,8.724432913005504e-07
0.15,0.0,1.0,3.397165306912865e-07,8.966122376732219e-07
0.15025,0.0,1.0,2.659796212419356e-07,8.891458333977453e-07
0.1505,0.0,1.0,3.241174494016323e-07,8.570223618782076e-07
0.15075,0.0,1.0,2.3112563296826326e-07,8.167192448110394e-07
0.151,0.0,1.0,3.1395034592757017e-07,8.792888989622465e-07
0.15125,0.0,1.0,3.0642737797438746e-07,8.253778879347077e-07
0.1515,0.0,1.0,3.419808059092235e-07,8.397077704804069e-07
0.15175,0.0,1.0,2.520417963343496e-07,9.140092334642532e-07
0.152,0.0,1.0,2.969503082967095e-07,8.736379585537282e-07
0.15225,0.0,1.0,2.68046695826733e-07,8.382158831593948e-07
0.1525,0.0,1.0,2.6824913049976575e-07,9.028874033665779e-07
0.15275,0.0,1.0,3.1333175355014125e-07,8.500131691794402e-07
0.153,0.0,1.0,2.2511488725025933e-07,8.42968438837006e-07
0.15325,0.0,1.0,2.6341822050590235e-07,8.636548843965532e-07
0.1535,0.0,1.0,2.3461030175088268e-07,8.659633513252981e-07
0.15375,0.0,1.0,2.1786632232280296e-07,8.875508361472401e-07
0.154,0.0,1.0,3.1407967941288554e-07,8.800342807857378e-07
0.15425,0.0,1.0,2.532870396195183e-07,8.202286842419303e-07
0.1545,0.0,1.0,2.9744576069071035e-07,7.442950030073547e-07
0.15475,0.0,1.0,3.177294234635343e-07,8.608981410954756e-07
0.155,0.0,1.0,2.4281674592875373e-07,8.453036782097632e-07
0.15525,0.0,1.0,3.2986980650882017e-07,8.205301664409362e-07
0.1555,0.0,1.0,2.677443390121125e-07,8.132549522603885e-07
0.15575,0.0,1.0,2.5940836463970963e-07,8.301943845482239e-07
0.156,0.0,1.0,2.9447905720977744e-07,8.100724161520377e-07
0.15625,0.0,1.0,2.4328189249933415e-07,8.909788456331226e-07
0.1565,0.0,1.0,2.2772570813161207e-07,8.758524657158701e-07
0.15675,0.0,1.0,2.555938794779339e-07,8.218049490392707e-07
0.157,0.0,1.0,2.3358640936811751e-07,8.693706440848123e-07
0.15725,0.0,1.0,3.008591848447047e-07,8.347469556918484e-07
0.1575,0.0,1.0,2.337203327193019e-07,8.35056743793791e-07
0.15775,0.0,1.0,2.645940526252048e-07,8.793606798902326e-07
0.158,0.0,1.0,2.618748702105122e-07,8.369544468240654e-07
0.15825,0.0,1.0,2.3031120794633892e-07,8.629025899601363e-07
0.1585,0.0,1.0,2.744102759447953e-07,8.163328935568286e-07
0.15875,0.0,1.0,3.189527654492647e-07,8.156611775348797e-07
0.159,0.0,1.0,3.4853490630674056e-07,7.744428968841905e-07
0.15925,0.0,1.0,3.0908810620570665e-07,8.111361574245403e-07
0.1595,0.0,1.0,2.2558646045123806e-07,8.40736529096813e-07
0.15975,0.0,1.0,2.722483281587598e-07,8.373287455239557e-07
0.16,0.0,1.0,2.7392332795136767e-07,8.131539957645758e-07
0.16025,0.0,1.0,2.866292819130318e-07,8.421566753441291e-07
0.1605,0.0,1.0,3.02591852594474e-07,8.314438495020197e-07
0.16075,0.0,1.0,3.40329503360428e-07,8.892280326264243e-07
0.161,0.0,1.0,2.723213123631742e-07,8.374456174355846e-07
0.16125,0.0,1.0,2.871222565409496e-07,8.519445989225883e-07
0.1615,0.0,1.0,2.5859760182412566e-07,7.979444017847031e-07
0.16175,0.0,1.0,3.1126275214308406e-07,8.635371601154974e-07
0.162,0.0,1.0,2.7909784217605343e-07,8.166235902383963e-07
0.16225,0.0,1.0,2.592865357521672e-07,8.519475158804327e-07
0.1625,0.0,1.0,2.7381753541329856e-07,8.409505151645533e-07
0.16275,0.0,1.0,2.712796495761676e-07,8.583728386964557e-07
0.163,0.0,1.0,2.902045837148426e-07,8.436701901054629e-07
0.16325,0.0,1.0,2.638707095697126e-07,8.901782294101396e-07
0.1635,0.0,1.0,2.4728852427970535e-07,7.984814176149941e-07
0.16375,0.0,1.0,3.100951478908783e-07,8.352500842703199e-07
0.164,0.0,1.0,2.9525477678957565e-07,8.49706146412127e-07
0.16425,0.0,1.0,3.478731878074922e-07,8.726469426110197e-07
0.1645,0.0,1.0,3.0955153858974657e-07,9.009035932029501e-07
0.16475,0.0,1.0,2.8751042149773107e-07,8.738681911886919e-07
0.165,0.0,1.0,2.529535218479659e-07,8.921487194096115e-07
0.16525,0.0,1.0,3.131862205207043e-07,8.308641497668651e-07
0.1655,0.0,1.0,2.923057280928826e-07,8.121283351915795e-07
0.16575,0.0,1.0,3.0982186279307995e-07,8.959493930184173e-07
0.166,0.0,1.0,2.7356409217190014e-07,8.869856367209605e-07
0.16625,0.0,1.0,3.2607796322044926e-07,8.699516183253999e-07
0.1665,0.0,1.0,3.285155278204235e-07,8.511008816352635e-07
0.16675,0.0,1.0,2.610568207813024e-07,8.821263652256686e-07
