t,u1,u2,zT1,zT2
0.167,0.0,1.0,3.3485768372186057e-07,9.168129676178213e-07
0.16725,0.0,1.0,3.137214675907423e-07,8.182055850570753e-07
0.1675,0.0,1.0,2.8078493029979815e-07,8.898364850099975e-07
0.16775,0.0,1.0,2.495800286727542e-07,8.486416217635515e-07
0.168,0.0,1.0,2.600036036419848e-07,8.320341869183463e-07
0.16825,0.0,1.0,2.7293069713846885e-07,8.87731956538368e-07
0.1685,0.0,1.0,3.3255303557102636e-07,9.219018935734317e-07
0.16875,0.0,1.0,2.694996157082033e-07,8.989509670908126e-07
0.169,0.0,1.0,3.18987769322154e-07,8.77466286236403e-07
0.16925,0.0,1.0,2.7473560974039175e-07,8.792385373796778e-07
0.1695,0.0,1.0,2.873514819474013e-07,8.716709077768223e-07
0.16975,0.0,1.0,2.675677273048605e-07,8.873243817812193e-07
0.17,0.0,1.0,3.083351848123293e-07,8.378665751303274e-07
0.17025,0.0,1.0,3.167355804873661e-07,8.737436291686165e-07
0.1705,0.0,1.0,3.428026216310071e-07,8.99033675252699e-07
0.17075,0.0,1.0,2.820942987545e-07,8.769809936749153e-07
0.171,0.0,1.0,2.9869828855085224e-07,8.33595981300737e-07
0.17125,0.0,1.0,2.50593586587448e-07,8.354852080664376e-07
0.1715,0.0,1.0,2.7751012531747296e-07,8.163283318947006e-07
0.17175,0.0,1.0,2.8312888095390636e-07,8.942687367116187e-07
0.17200000000000001,0.0,1.0,2.637223806042427e-07,8.565618113683877e-07
0.17225000000000001,0.0,1.0,2.69445514698801e-07,9.042956719008187e-07
0.17250000000000001,0.0,1.0,2.715667455416303e-07,8.754950513194169e-07
0.17275000000000001,0.0,1.0,2.9205959343586917e-07,8.11105305143677e-07
0.17300000000000001,0.0,1.0,2.820814331281189e-07,8.604328784725477e-07
0.17325000000000002,0.0,1.0,3.0555756609949345e-07,8.519228870903272e-07
0.17350000000000002,0.0,1.0,2.9117875372384706e-07,8.53919047211774e-07
0.17375000000000002,0.0,1.0,2.932061608696169e-07,8.613970181605331e-07
0.17400000000000002,0.0,1.0,2.3305646858925848e-07,8.731899088828938e-07
0.17425000000000002,0.0,1.0,2.3555310812262418e-07,8.935185293678896e-07
0.17450000000000002,0.0,1.0,2.6029040793209364e-07,8.755555830666354e-07
0.17475000000000002,0.0,1.0,2.992132509343454e-07,8.436506712257944e-07
0.17500000000000002,0.0,1.0,3.0498021288057015e-07,8.566421656317785e-07
0.17525000000000002,0.0,1.0,2.5028880051729947e-07,8.533141803529656e-07
0.17550000000000002,0.0,1.0,2.2214348341998433e-07,8.754724947263979e-07
0.17575000000000002,0.0,1.0,2.8805972252592545e-07,8.190042392698774e-07
0.176,0.0,1.0,2.893104818465543e-07,8.586892289243267e-07
0.17625,0.0,1.0,2.7354434151570317e-07,8.853241098698377e-07
0.1765,0.0,1.0,2.6014564473585313e-07,8.484794614878494e-07
0.17675,0.0,1.0,2.651549504263933e-07,8.515752447901151e-07
0.177,0.0,1.0,2.610777100527113e-07,8.03963322399115e-07
0.17725,0.0,1.0,2.905967425139823e-07,8.548901150408314e-07
0.1775,0.0,1.0,2.7765627475811344e-07,8.002755837775121e-07
0.17775,0.0,1.0,2.7352270134319274e-07,8.578664550143129e-07
0.178,0.0,1.0,2.6833803154377867e-07,8.411911701774145e-07
0.17825,0.0,1.0,2.717257468036685e-07,8.615450288811238e-07
0.1785,0.0,1.0,2.519487303024508e-07,7.994525960770875e-07
0.17875,0.0,1.0,2.3474626572695775e-07,8.600179199267294e-07
0.179,0.0,1.0,2.822822646370586e-07,8.744127092620834e-07
0.17925,0.0,1.0,2.5091258049760814e-07,8.3545310856349e-07
0.1795,0.0,1.0,2.5111330806101656e-07,7.697674768200984e-07
0.17975,0.0,1.0,2.644620195808307e-07,8.195229211739344e-07
0.18,0.0,1.0,2.3160735935751992e-07,8.194683555313218e-07
0.18025,0.0,1.0,2.90497630468404e-07,8.72173110367126e-07
0.1805,0.0,1.0,2.609531217175276e-07,9.185520230148917e-07
0.18075,0.0,1.0,2.819483337507997e-07,8.466225449950439e-07
0.181,0.0,1.0,2.9871391356784577e-07,8.183645191564573e-07
0.18125,0.0,1.0,3.1024378932031423e-07,8.777257891078986e-07
0.1815,0.0,1.0,2.672541116287647e-07,7.977292991128155e-07
0.18175,0.0,1.0,2.5028984509279994e-07,8.425477903443402e-07
0.182,0.0,1.0,3.005035640111687e-07,8.695621630138423e-07
0.18225,0.0,1.0,2.762365398430938e-07,8.242985212528024e-07
0.1825,0.0,1.0,3.0183047408831877e-07,8.156717737585821e-07
0.18275,0.0,1.0,2.8547679642156196e-07,8.174665880447178e-07
0.183,0.0,1.0,3.1135074985064756e-07,8.522574596300275e-07
0.18325,0.0,1.0,2.8277088996343204e-07,8.684790395960626e-07
0.1835,0.0,1.0,3.3279320808016404e-07,8.816833931612072e-07
0.18375,0.0,1.0,2.8908649378732865e-07,8.812080328057238e-07
0.184,0.0,1.0,2.602763297476693e-07,8.602526820586167e-07
0.18425,0.0,1.0,2.899147295725085e-07,8.232661478223826e-07
0.1845,0.0,1.0,2.853928040709893e-07,9.014089679495797e-07
0.18475,0.0,1.0,2.688855511493046e-07,8.443457901630083e-07
0.185,0.0,1.0,3.3688494617222073e-07,8.541418707033405e-07
0.18525,0.0,1.0,3.1695478787749394e-07,9.124213399140234e-07
0.1855,0.0,1.0,3.2417430156834244e-07,8.667830331663491e-07
0.18575,0.0,1.0,2.1115229835531016e-07,8.72101746769667e-07
0.186,0.0,1.0,3.1404240181941046e-07,8.400260128735053e-07
0.18625,0.0,1.0,2.7746002607281814e-07,8.601714646882572e-07
0.1865,0.0,1.0,3.2878605136000514e-07,8.589399275793224e-07
0.18675,0.0,1.0,2.651501682546466e-07,8.618590748057659e-07
0.187,0.0,1.0,3.0914921603873175e-07,8.599391893950969e-07
0.18725,0.0,1.0,3.4426858166611104e-07,9.515362365089525e-07
0.1875,0.0,1.0,2.70514980665931e-07,8.815530850500207e-07
0.18775,0.0,1.0,2.607479680054633e-07,8.647050244942802e-07
0.188,0.0,1.0,2.45927140415664e-07,8.718082057439409e-07
0.18825,0.0,1.0,3.115698551484995e-07,8.559208728978203e-07
0.1885,0.0,1.0,2.9839383473126567e-07,8.664004902396516e-07
0.18875,0.0,1.0,3.4071599626474436e-07,9.030661768727103e-07
0.189,0.0,1.0,2.756925502417734e-07,8.988354110174346e-07
0.18925,0.0,1.0,2.879715293836874e-07,8.97328459403994e-07
0.1895,0.0,1.0,3.1390968329835745e-07,8.684106728674556e-07
0.18975,0.0,1.0,2.237815280327265e-07,8.661075004278228e-07
0.19,0.0,1.0,3.086645586978222e-07,8.021288258781404e-07
0.19025,0.0,1.0,2.562904224255228e-07,9.097560186311553e-07
0.1905,0.0,1.0,3.1858522788174525e-07,8.676342053055606e-07
0.19075,0.0,1.0,2.80221457078225e-07,8.872097693934611e-07
0.191,0.0,1.0,2.735360135535376e-07,8.636134672071585e-07
0.19125,0.0,1.0,3.105704288887893e-07,8.900769721812519e-07
0.1915,0.0,1.0,3.0930087289543615e-07,8.712101150372639e-07
0.19175,0.0,1.0,3.348640465596866e-07,8.144255332669914e-07
0.192,0.0,1.0,3.144059350305913e-07,8.648429680849373e-07
0.19225,0.0,1.0,3.271788115151375e-07,8.33784881266574e-07
0.1925,0.0,1.0,2.8033091841007005e-07,8.558204643470048e-07
0.19275,0.0,1.0,2.820071365738055e-07,8.453655973599611e-07
0.193,0.0,1.0,3.2876975842912353e-07,8.767157363466491e-07
0.19325,0.0,1.0,2.4173240016384106e-07,8.504814660084286e-07
0.1935,0.0,1.0,2.660469267723905e-07,8.706382171424034e-07
0.19375,0.0,1.0,3.121246044127182e-07,8.397518245415219e-07
0.194,0.0,1.0,2.922538647747147e-07,8.572276849320797e-07
0.19425,0.0,1.0,3.2479851832787266e-07,8.818495519573405e-07
0.1945,0.0,1.0,2.7561151674345205e-07,8.432302141717028e-07
0.19475,0.0,1.0,3.376398402561919e-07,8.720852517416959e-07
0.195,0.0,1.0,2.6636304521873386e-07,8.548867482650775e-07
0.19525,0.0,1.0,2.2863363008274351e-07,8.457278263298279e-07
0.1955,0.0,1.0,2.772613782370216e-07,8.448392819348183e-07
0.19575,0.0,1.0,2.956097400889646e-07,8.39801325456474e-07
0.196,0.0,1.0,2.865750682188863e-07,8.38243133416421e-07
0.19625,0.0,1.0,2.9015109940770745e-07,8.837926309031565e-07
0.1965,0.0,1.0,2.712318501090181e-07,8.063639583113755e-07
0.19675,0.0,1.0,2.8433606707462153e-07,8.387911996859682e-07
0.197,0.0,1.0,2.7802700497026596e-07,8.190327871061763e-07
0.19725,0.0,1.0,3.5210996610721725e-07,8.533116977463445e-07
0.1975,0.0,1.0,3.112341276464127e-07,8.409772943693522e-07
0.19775,0.0,1.0,3.222724146644783e-07,7.992957681281022e-07
0.198,0.0,1.0,2.934650385664066e-07,8.881297607376911e-07
0.19825,0.0,1.0,3.1479239399818214e-07,8.903071890954266e-07
0.1985,0.0,1.0,2.951294317222339e-07,8.67448301594698e-07
0.19875,0.0,1.0,2.466480119296523e-07,8.82094936438951e-07
0.199,0.0,1.0,2.980811203729836e-07,8.890277707099269e-07
0.19925,0.0,1.0,2.643644484794538e-07,8.161885354694849e-07
0.1995,0.0,1.0,2.8845500834808345e-07,8.265669714743134e-07
0.19975,0.0,1.0,2.528144676185876e-07,8.556637506776395e-07
0.2,0.0,1.0,3.188489648914692e-07,8.655640295527197e-07
0.20025,0.0,1.0,2.8584343359684444e-07,8.509847544099399e-07
0.2005,0.0,1.0,2.222265369713529e-07,8.250378333040913e-07
0.20075,0.0,1.0,2.779899375179893e-07,8.83972014640458e-07
0.201,0.0,1.0,3.2143657431660293e-07,8.549480475880227e-07
0.20125,0.0,1.0,2.591551329118194e-07,8.204357544997482e-07
0.2015,0.0,1.0,2.4807848960944545e-07,8.583117787416202e-07
0.20175,0.0,1.0,2.689516952980109e-07,8.542293973853506e-07
0.202,0.0,1.0,2.9025916056370517e-07,8.742564139733957e-07
0.20225,0.0,1.0,2.7628012262589133e-07,8.091008301018941e-07
0.2025,0.0,1.0,3.0362917532936336e-07,8.614978208322788e-07
0.20275,0.0,1.0,3.4700660220942243e-07,8.369417787645849e-07
0.203,0.0,1.0,3.406855375730175e-07,8.887717642896579e-07
0.20325000000000001,0.0,1.0,3.272674682163666e-07,8.601015013358556e-07
0.20350000000000001,0.0,1.0,2.4278181834321085e-07,8.414001958544176e-07
0.20375000000000001,0.0,1.0,3.073539858229439e-07,8.480624796933625e-07
0.20400000000000001,0.0,1.0,2.578954839162783e-07,8.249571427215564e-07
0.20425000000000001,0.0,1.0,3.060814419843592e-07,8.38134890678392e-07
0.20450000000000002,0.0,1.0,2.412194475453687e-07,8.860157822559218e-07
0.20475000000000002,0.0,1.0,2.829425512718052e-07,8.415964596780995e-07
0.20500000000000002,0.0,1.0,2.8122545549036936e-07,8.223946358917206e-07
0.20525000000000002,0.0,1.0,2.981310380414151e-07,8.459589604662019e-07
0.20550000000000002,0.0,1.0,3.0991348366695717e-07,8.880622434601301e-07
0.20575000000000002,0.0,1.0,2.6304381305436985e-07,8.977622551427092e-07
0.20600000000000002,0.0,1.0,2.8168295704919647e-07,8.29196583555355e-07
0.20625000000000002,0.0,1.0,3.250756047920932e-07,8.845282222796666e-07
0.20650000000000002,0.0,1.0,2.4007753303750774e-07,8.729038978899698e-07
0.20675000000000002,0.0,1.0,3.1991793611165747e-07,8.202170653943632e-07
0.20700000000000002,0.0,1.0,3.3553382253055543e-07,8.353834522607404e-07
0.20725000000000002,0.0,1.0,2.0303607293603953e-07,8.769651062950351e-07
0.20750000000000002,0.0,1.0,3.2931978232862305e-07,8.998089468245371e-07
0.20775000000000002,0.0,1.0,2.8247452478225755e-07,8.739021090481674e-07
0.20800000000000002,0.0,1.0,2.798827716212222e-07,8.501696849677278e-07
0.20825,0.0,1.0,2.782507606725046e-07,8.762101483302255e-07
0.2085,0.0,1.0,2.7190829987872625e-07,8.664104703284627e-07
0.20875,0.0,1.0,2.549022745785488e-07,8.300416098557141e-07
0.209,0.0,1.0,2.950345079121491e-07,8.56937381793123e-07
0.20925,0.0,1.0,3.0051509265289086e-07,8.743851701242275e-07
0.2095,0.0,1.0,2.970505763964898e-07,9.00958059528045e-07
0.20975,0.0,1.0,2.6883043317108974e-07,8.339156866131154e-07
0.21,0.0,1.0,3.0414610508804657e-07,8.941794841012407e-07
0.21025,0.0,1.0,2.68939698832568e-07,8.501468692107418e-07
0.2105,0.0,1.0,3.078248911058151e-07,8.994253585276275e-07
0.21075,0.0,1.0,2.9180481901042196e-07,8.212217405947133e-07
0.211,0.0,1.0,3.353576662724172e-07,8.620638200552878e-07
0.21125,0.0,1.0,2.6453338102025725e-07,7.986451662850472e-07
0.2115,0.0,1.0,3.0284302654735983e-07,7.751577739947459e-07
0.21175,0.0,1.0,3.204214075504513e-07,8.903936143880435e-07
0.212,0.0,1.0,2.9872320070332796e-07,8.458461040203805e-07
0.21225,0.0,1.0,3.1256846533077387e-07,8.547932867373829e-07
0.2125,0.0,1.0,2.399903530073121e-07,8.952346183403924e-07
0.21275,0.0,1.0,2.8804175416221527e-07,8.353949573492675e-07
0.213,0.0,1.0,3.0757994862821885e-07,8.509893486315836e-07
0.21325,0.0,1.0,2.681749298622569e-07,8.781649930708971e-07
0.2135,0.0,1.0,2.3473690362213507e-07,8.776067575326708e-07
0.21375,0.0,1.0,3.1938838085904494e-07,8.203414317466374e-07
0.214,0.0,1.0,2.6149658816217226e-07,9.266817765197341e-07
0.21425,0.0,1.0,3.130504083054923e-07,8.412753752440292e-07
0.2145,0.0,1.0,2.9742470569371574e-07,7.821417045766236e-07
0.21475,0.0,1.0,2.7813514696298927e-07,8.336843325162133e-07
0.215,0.0,1.0,3.4780746259574103e-07,8.712240681505643e-07
0.21525,0.0,1.0,3.7640350639769395e-07,8.047868811454569e-07
0.2155,0.0,1.0,2.971626628952199e-07,8.473174562865609e-07
0.21575,0.0,1.0,2.754643899432965e-07,8.28182554052852e-07
0.216,0.0,1.0,3.047928753226908e-07,8.036696276684684e-07
0.21625,0.0,1.0,3.01759490050649e-07,8.439208667850611e-07
0.2165,0.0,1.0,3.4042198357059985e-07,8.558946992318465e-07
0.21675,0.0,1.0,3.203475707253337e-07,8.054302218384293e-07
0.217,0.0,1.0,2.3671727481956e-07,8.363350299942418e-07
0.21725,0.0,1.0,2.45148037914508e-07,9.029872767788757e-07
0.2175,0.0,1.0,2.8907701396912947e-07,8.486100580812072e-07
0.21775,0.0,1.0,2.998763922171686e-07,9.014750108500711e-07
0.218,0.0,1.0,2.3849948011770565e-07,8.605505522246332e-07
0.21825,0.0,1.0,3.5926698022486445e-07,8.539231330170705e-07
0.2185,0.0,1.0,2.975201881064305e-07,8.414974401251345e-07
0.21875,0.0,1.0,2.5696007408763646e-07,8.339992233170747e-07
0.219,0.0,1.0,2.93880712752206e-07,8.762750367626642e-07
0.21925,0.0,1.0,3.186329983790199e-07,8.417691681325428e-07
0.2195,0.0,1.0,2.321974276697585e-07,8.70598020680987e-07
0.21975,0.0,1.0,2.1381968207592168e-07,8.680287798916293e-07
0.22,0.0,1.0,2.9371614948687286e-07,8.538388456011961e-07
0.22025,0.0,1.0,2.716265961250874e-07,8.190043131866059e-07
0.2205,0.0,1.0,2.721684620750737e-07,8.780747924343284e-07
0.22075,0.0,1.0,2.5525624927616754e-07,8.238384326731611e-07
0.221,0.0,1.0,2.9867620766391615e-07,7.793718146257721e-07
0.22125,0.0,1.0,2.732093706696065e-07,8.425834816711146e-07
0.2215,0.0,1.0,3.209428374621442e-07,8.773754812789498e-07
0.22175,0.0,1.0,2.5430713603174795e-07,8.637131332295626e-07
0.222,0.0,1.0,3.008058410886598e-07,8.801911531888384e-07
0.22225,0.0,1.0,2.7649531714305643e-07,8.281398551416743e-07
0.2225,0.0,1.0,2.7203111313559446e-07,8.331625419145917e-07
0.22275,0.0,1.0,2.8232272921712933e-07,8.8649970555529e-07
0.223,0.0,1.0,1.9753004752536452e-07,7.85296954283161e-07
0.22325,0.0,1.0,2.8830941971763906e-07,8.395411905922305e-07
0.2235,0.0,1.0,2.963578824644688e-07,8.859939784479095e-07
0.22375,0.0,1.0,2.285157045269226e-07,8.493952183012767e-07
0.224,0.0,1.0,3.2699871650462306e-07,8.508610748748175e-07
0.22425,0.0,1.0,2.5442310404735074e-07,8.709478515455616e-07
0.2245,0.0,1.0,2.5724433756349497e-07,8.685275965134166e-07
0.22475,0.0,1.0,3.264792222979258e-07,8.875993524792361e-07
0.225,0.0,1.0,2.6294851048936424e-07,8.832606905225164e-07
0.22525,0.0,1.0,3.0462336616474147e-07,8.210006446805857e-07
0.2255,0.0,1.0,3.1859424419805937e-07,8.498064899865384e-07
0.22575,0.0,1.0,3.125459719629882e-07,8.921843336168442e-07
0.226,0.0,1.0,2.9223444369351843e-07,8.466543994742669e-07
0.22625,0.0,1.0,2.5893068563650545e-07,8.823609156923893e-07
0.2265,0.0,1.0,2.6506420867288375e-07,8.818028364122071e-07
0.22675,0.0,1.0,2.5511278678340395e-07,8.946699865807826e-07
0.227,0.0,1.0,2.254635349502997e-07,8.18893857535596e-07
0.22725,0.0,1.0,2.5389241184669373e-07,8.496768121793618e-07
0.2275,0.0,1.0,2.7680999212920834e-07,8.484806797165578e-07
0.22775,0.0,1.0,3.397947783138723e-07,8.590522243127299e-07
0.228,0.0,1.0,2.8140515383828836e-07,8.56505630649578e-07
0.22825,0.0,1.0,2.916067585054076e-07,8.988340985164184e-07
0.2285,0.0,1.0,2.648367743842901e-07,8.180390742282665e-07
0.22875,0.0,1.0,2.954047547023919e-07,8.912104464556482e-07
0.229,0.0,1.0,2.777705962053223e-07,8.299187984306772e-07
0.22925,0.0,1.0,3.022028541219584e-07,8.433818096864051e-07
0.2295,0.0,1.0,2.738987085924263e-07,8.927192574705178e-07
0.22975,0.0,1.0,2.9186767587819716e-07,8.359547621263165e-07
0.23,0.0,1.0,3.040591326329094e-07,8.494986420324098e-07
0.23025,0.0,1.0,3.134386917040058e-07,9.032819675443513e-07
0.2305,0.0,1.0,2.817534642070754e-07,8.501688571783281e-07
0.23075,0.0,1.0,3.2546656357709635e-07,8.520857003423488e-07
0.231,0.0,1.0,3.257299326013657e-07,8.788256608321259e-07
0.23125,0.0,1.0,3.046349199581526e-07,8.308444670768423e-07
0.2315,0.0,1.0,2.4711260300766137e-07,8.329791092709498e-07
0.23175,0.0,1.0,3.296430022097036e-07,8.678577947730129e-07
0.232,0.0,1.0,3.090950150868503e-07,8.793533569539643e-07
0.23225,0.0,1.0,2.7265537442527106e-07,8.867097508964091e-07
0.2325,0.0,1.0,2.7437812647519954e-07,8.471948587460144e-07
0.23275,0.0,1.0,2.97359084264443e-07,8.293105317873995e-07
0.233,0.0,1.0,2.2830018183640636e-07,9.18583618643967e-07
0.23325,0.0,1.0,2.4889249483732907e-07,8.259441666159187e-07
0.2335,0.0,1.0,3.136370526837072e-07,8.222691225759751e-07
0.23375,0.0,1.0,2.5667622166157323e-07,8.893781511970651e-07
0.234,0.0,1.0,3.099367445576859e-07,8.637184471709373e-07
0.23425,0.0,1.0,2.4723341422412473e-07,8.7097510284641e-07
0.23450000000000001,0.0,1.0,2.80186122567917e-07,8.452543460937395e-07
0.23475000000000001,0.0,1.0,2.894610788557384e-07,8.570125049089341e-07
0.23500000000000001,0.0,1.0,2.937784336206309e-07,8.580062583958972e-07
0.23525000000000001,0.0,1.0,2.9620529437627745e-07,8.322892861681484e-07
0.23550000000000001,0.0,1.0,2.666743574505492e-07,8.994074299744327e-07
0.23575000000000002,0.0,1.0,2.7694727940457357e-07,8.488218894423758e-07
0.23600000000000002,0.0,1.0,3.317210860004884e-07,8.870795148021304e-07
0.23625000000000002,0.0,1.0,2.7819389351371417e-07,8.064778255797723e-07
0.23650000000000002,0.0,1.0,2.6280986250411593e-07,8.461724773316721e-07
0.23675000000000002,0.0,1.0,2.5853029493510064e-07,8.541164656992548e-07
0.23700000000000002,0.0,1.0,3.0667910174265277e-07,8.788382765249711e-07
0.23725000000000002,0.0,1.0,3.046532986624573e-07,8.757624331037451e-07
0.23750000000000002,0.0,1.0,2.9537393208233076e-07,8.251739218694765e-07
0.23775000000000002,0.0,1.0,2.939585906687876e-07,8.68628468858344e-07
0.23800000000000002,0.0,1.0,3.066498434907483e-07,8.003610114134365e-07
0.23825000000000002,0.0,1.0,3.313011157285551e-07,8.733540840891217e-07
0.23850000000000002,0.0,1.0,3.061710708938528e-07,8.914704485367206e-07
0.23875000000000002,0.0,1.0,2.417696248019188e-07,8.490235425085978e-07
0.23900000000000002,0.0,1.0,2.697043570623232e-07,9.33770092808643e-07
0.23925000000000002,0.0,1.0,3.096816283632603e-07,7.671742244636704e-07
0.23950000000000002,0.0,1.0,2.968483735303261e-07,8.70767315236511e-07
0.23975000000000002,0.0,1.0,3.14665614086108e-07,8.291533686573323e-07
0.24,0.0,1.0,2.907061144536629e-07,8.370309919078509e-07
0.24025,0.0,1.0,2.597949354007995e-07,8.609560567356634e-07
0.2405,0.0,1.0,2.670763524471546e-07,8.665910122830184e-07
0.24075,0.0,1.0,2.625453349315225e-07,8.406056224625879e-07
0.241,0.0,1.0,2.5974003279110816e-07,8.799136222566138e-07
0.24125,0.0,1.0,2.0636544912783347e-07,8.659755020522315e-07
0.2415,0.0,1.0,3.102557422757212e-07,8.631513857841019e-07
0.24175,0.0,1.0,2.362537807946587e-07,8.887762648792271e-07
0.242,0.0,1.0,2.394325438502935e-07,8.81970637738155e-07
0.24225,0.0,1.0,2.8272931083063373e-07,8.834940056904543e-07
0.2425,0.0,1.0,2.95658105299724e-07,8.701091662442652e-07
0.24275,0.0,1.0,2.763381966571782e-07,8.695722166666266e-07
0.243,0.0,1.0,3.0080851567916665e-07,8.519403815426787e-07
0.24325,0.0,1.0,2.5282149495333704e-07,8.613664947253342e-07
0.2435,0.0,1.0,2.9093027843710376e-07,8.702609301368695e-07
0.24375,0.0,1.0,2.292649517101005e-07,8.357007898013045e-07
0.244,0.0,1.0,2.876443774564924e-07,8.333248861918967e-07
0.24425,0.0,1.0,3.2072187232914926e-07,8.303399358556022e-07
0.2445,0.0,1.0,2.9412529519947873e-07,8.267819574324647e-07
0.24475,0.0,1.0,3.254804954536924e-07,8.868922338253473e-07
0.245,0.0,1.0,2.6716917697027423e-07,8.474549166167235e-07
0.24525,0.0,1.0,2.7546928101961803e-07,8.478555504002987e-07
0.2455,0.0,1.0,3.292329416758906e-07,8.611596814784957e-07
0.24575,0.0,1.0,3.059746755066006e-07,8.478823033403945e-07
0.246,0.0,1.0,3.367337778661078e-07,8.514530627660383e-07
0.24625,0.0,1.0,2.6328394177617394e-07,8.503704514901062e-07
0.2465,0.0,1.0,2.21657477168428e-07,8.551573520012184e-07
0.24675,0.0,1.0,3.21525330086411e-07,9.021124362908826e-07
0.247,0.0,1.0,2.665556881801133e-07,8.419645247395908e-07
0.24725,0.0,1.0,3.274839067236328e-07,7.894445097501414e-07
0.2475,0.0,1.0,3.240871186978039e-07,8.176228699191204e-07
0.24775,0.0,1.0,3.233131404436834e-07,9.121966909869295e-07
0.248,0.0,1.0,2.578428615086457e-07,8.398242637040921e-07
0.24825,0.0,1.0,2.7464935865498584e-07,8.552074514607632e-07
0.2485,0.0,1.0,2.5087503482416885e-07,8.531477631753806e-07
0.24875,0.0,1.0,3.329873986837658e-07,8.526655604364413e-07
0.249,0.0,1.0,3.000522492488123e-07,8.265254894686941e-07
0.24925,0.0,1.0,3.4534815325536283e-07,8.419285054267576e-07
0.2495,0.0,1.0,2.971735397482253e-07,8.133175028744318e-07
0.24975,0.0,1.0,2.4157942410344543e-07,8.297063340764569e-07
0.25,0.0,1.0,2.971380512661304e-07,8.957742445107234e-07
